cat_0;cat_1;cat_2;cat_3;cat_4;cat_5;cat_full;Link;Nome
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Mouses;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Mouses_#NULLO#_#NULLO#;https://www.amazon.com.br/Optico-Wireless-2-4GHZ-Notebook-KNUP/dp/B0765CMS6V;Mouse Sem Fio Óptico Wireless 2.4ghz 1600dpi Usb para Computador Notebook Pc Tv Smart
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Mouses;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Mouses_#NULLO#_#NULLO#;https://www.amazon.com.br/Mouse-Wireless-2-4Ghz-Preto-Multilaser/dp/B08NFG58WW;Mouse Sem Fio Wireless 2.4Ghz Preto Multilaser MO251
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Mouses;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Mouses_#NULLO#_#NULLO#;https://www.amazon.com.br/Mouse-Bluetooth-laptop-MacBook-Chromebook/dp/B08W3BML1V;Mouse sem fio Bluetooth LED MacBook Pro, MacBook Air, Mac, iPad, laptop, Chromebook, Windows, notebook, MacBook, HP PC, Dell (LED preto)
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Mouses;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Mouses_#NULLO#_#NULLO#;https://www.amazon.com.br/elec-Space-portátil-receptor-Computador/dp/B08H1YSYH2;elec Space Mouse sem fio de 2,4G, rato silencioso em forma de hamster de animal fofo, mouse óptico móvel portátil com receptor USB, mouse sem fio de 3 botões para PC, Mac, laptop, notebook e computador (roxo)
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Mouses;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Mouses_#NULLO#_#NULLO#;https://www.amazon.com.br/Mouse-Recarregável-Óptico-Wireless-2-4Ghz/dp/B0CGSGDVVY;Mouse Sem Fio Recarregável Óptico Com Luz Led Rgb Wireless Usb 2.4Ghz
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Mouses;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Mouses_#NULLO#_#NULLO#;https://www.amazon.com.br/MENGHAN-transmissão-guitarra-transmissor-integrada/dp/B0C6XN75PK;MENGHAN ARG-06 Sistema de transmissão de guitarra sem fio (transmissor e receptor) 6.35mm Plug 4 canais máx. Bateria integrada de alcance efetivo de 35 m suporta função de mudo
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Mouses;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Mouses_#NULLO#_#NULLO#;https://www.amazon.com.br/SZAMBIT-Confortável-Ergonômico-Configurações-Programáveis/dp/B0BGLKD3MR;SZAMBIT Mouse para Jogos Wireless,Confortável USB Óptico RGB Mouse Ergonômico com 4 Configurações DPI Até 2400 DPI Mouse de Computador,6 Botões Programáveis,7 Cores LED Backlight,para PC Laptop,Preto
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Teclados;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Teclados_#NULLO#_#NULLO#;https://www.amazon.com.br/TECLADO-BLUETOOTH-LG-V320KB-BRANCO/dp/B0CFP4DDG8;TECLADO BLUETOOTH ALL IN ONE LG V320KB BRANCO - AEW73369853
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Teclados;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Teclados_#NULLO#_#NULLO#;https://www.amazon.com.br/Vbestlife-Bluetooth-protetora-universal-polegadas/dp/B096KQV19R;Vbestlife Teclado espanhol, teclado espanhol Bluetooth sem fio com capa protetora de couro, universal para celular de 4,5 a 6,8 polegadas
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Teclados;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Teclados_#NULLO#_#NULLO#;https://www.amazon.com.br/RK-ROYAL-KLUDGE-Bluetooth-Swappable/dp/B08JD1KV7K;RK ROYAL KLUDGE Teclado mecânico sem fio RK100, Bluetooth5.1/2.4G/com fio, 96% tamanho completo, teclado para jogos com 100 teclas trocáveis com 3 portas USB, interruptor azul para Mac Windows, carbono
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Teclados;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Teclados_#NULLO#_#NULLO#;https://www.amazon.com.br/bluetooth-dobrável-portátil-magnético-compatível/dp/B07TGKLM28;Teclado bluetooth dobrável, teclado sem fio portátil de tamanho completo, teclado magnético dobrável, com estojo protetor, compatível com ios/android/windows
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Teclados;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Teclados_#NULLO#_#NULLO#;https://www.amazon.com.br/Mecânico-Computador-Adamantiun-Shuriken-Injection/dp/B09V8CG62L;Teclado Gamer Mecânico PC Computador Adamantiun Mini Shuriken Tkl Switch Brown Led Azul Double Injection
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Teclados;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Teclados_#NULLO#_#NULLO#;https://www.amazon.com.br/Gasket-mounted-Bluetooth-Wireless-Low-profile-Keyboard/dp/B0CD28GV96;75% Gasket-mounted Bluetooth 5.1/2.4G Wireless & Type-C Wired Low-profile Keyboard with LED Screen, 1.6M RGB (Ajazz Outemu Brown Switch)
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Teclados;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Teclados_#NULLO#_#NULLO#;https://www.amazon.com.br/Teclado-Mecânico-perfil-Logitech-Tactile/dp/B07NYB1CGY?th=1;Teclado Mecânico Gamer Logitech G815 com RGB LIGHTSYNC, Teclas G Programáveis, USB Passthrough, Controles de Mídia Dedicados, Design Ultrafino e Exclusivo Switch de Perfil Baixo GL Tactile
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Teclados;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Teclados_#NULLO#_#NULLO#;https://www.amazon.com.br/SZAMBIT-Compatível-Porta-Lápis-Bluetooth-Destacável/dp/B0BM9BK1GL;SZAMBIT Capa de Teclado com Touchpad Compatível para Samsung Galaxy S6 Lite 10.4,com Porta-Lápis,com Bluetooth Magnético Destacável Sem Fio Teclado e Mouse,Português,Preto
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Teclados;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Teclados_#NULLO#_#NULLO#;https://www.amazon.com.br/Logitech-Inteligente-Easy-Switch-dispositivos-Recarregável/dp/B09LYZP1LG;Teclado sem fio Logitech MX Keys Mini com Iluminação Inteligente, Conexão Bluetooth e USB com Easy-Switch para até 3 dispositivos e Bateria Recarregável - Grafite, 920-010505
Computadores e Informática;Acessórios;Teclados, Mouses e Periféricos;Teclados;#NULLO#;#NULLO#;Computadores e Informática_Acessórios_Teclados, Mouses e Periféricos_Teclados_#NULLO#_#NULLO#;https://www.amazon.com.br/Combo-Gamer-Teclado-Headset-Mousepad/dp/B08TVND54X;Combo Gamer Mouse + Teclado + Headset + Mousepad Delta Force - CGDF41 ELG
Computadores e Informática;Componentes Externos;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Componentes Externos_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/SOLUSTRE-Computador-Dispositivo-Transmissão-Transmissor/dp/B0C8HHLQ3C;SOLUSTRE 1 Conjunto Adaptador Adaptador De Computador Adaptador De Carro Receptor Doméstico Dispositivo De Transmissão Transmissor Sem Fio Adaptador Montado Em Veículo Preto Televisão
Computadores e Informática;Componentes Externos;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Componentes Externos_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Generic-Transmissor-Doméstico-Telefones-Dispositivo/dp/B0CN61HVL3;Generic 1 Conjunto Receptor De Áudio Transmissor De Som Doméstico لاب توب Telefones Laptopd -Em- Adaptador Adaptador De Carro Adaptador USB Dispositivo De Recepção De Áudio
Computadores e Informática;Componentes Externos;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Componentes Externos_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Qudai-Adaptador-Transmissor-Receptor-Portátil/dp/B0BD5CXRLG;Qudai KN320 Adaptador de Áudio USB BT 2 em 1 Adaptador de Transmissor/Receptor Mini Receptor Sem Fio de Fone de Ouvido Portátil de Áudio NC
Computadores e Informática;Componentes Externos;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Componentes Externos_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/CIADAZ-Transmissor-Bluetooth-Headphones-Adaptador/dp/B0CG5JYCYR;CIADAZ 2 em 1 Receptor Transmissor USB Bluetooth 5.0 com Display LCD 3.5 MM AUX Estéreo para PC TV Car Headphones Adaptador Sem Fio
Computadores e Informática;Componentes Externos;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Componentes Externos_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Polisilício-Transmissão-Conversão-Conveniente-Carregamento/dp/B0C59N6K37;Placa Solar, 9V 3W Célula Solar de Polisilício à Prova D'Água, 93% de Transmissão de Luz, 18% de Taxa de Conversão, Painel Solar Conveniente para Carregamento de Bateria de 5-6V
Computadores e Informática;Componentes Externos;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Componentes Externos_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/SDR-transceptor-caixa-alumínio-concha-SDR-transceptor-interruptor-Equipamento-Comunicação/dp/B0CCMXM725;SDR transceptor caixa de comutação , Liga de alumínio concha SDR transceptor interruptor 100 W Operação Simples Com Cabo de Conexão SMA para SMA para Equipamento de Comunicação
Computadores e Informática;Componentes Externos;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Componentes Externos_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Profissional-monitoramento-guitarra-elétrica-interface/dp/B0C5MLCLG2;Q-16 Som Mixer áudio Profissional Cartão de monitoramento canal guitarra elétrica gravação ao vivo para interface estúdio cantando DJ
Computadores e Informática;Componentes Externos;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Componentes Externos_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Tinje-transmissão-portátil-velocidade-transmissor/dp/B09QL1MCT6;Tinje Unidade de DVD externa, unidade de transmissão de dados portátil USB 3.0, gravador fino gravador de gravador de dados de alta velocidade, slot de transmissor de dados de carga e gravador de CD para laptop desktop PC
Computadores e Informática;Compras Internacionais em Informática;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Compras Internacionais em Informática_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Conversor-Módulo-transceptor-óptica-Gigabit/dp/B09NDB5Y8X;Conversor de mídia SFP Módulo transceptor de fibra óptica Gigabit 3KM 1000 Mbps RJ45 para fibra óptica 1sfp1E switch 1 porta LC 2PCS
Computadores e Informática;Compras Internacionais em Informática;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Compras Internacionais em Informática_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Tablet-polegadas-Android-tablet-teclado/dp/B0C74PYBXZ;Tablet 2 em 1 de 10,1 polegadas para Android 12, Octa Core 8GB 256GB, tablet FHD 4G LTE com teclado e capa BT, tablet para jogos WiFi 5G, branco (plugue EUA)
Computadores e Informática;Compras Internacionais em Informática;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Compras Internacionais em Informática_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Lianai-Repetidores-Expansor-Amplificador-ambientes/dp/B0BYDZTF7W;Lianai USB 300 Mbps 2.4G Repetidores sem fio WIFI Expansor Amplificador de sinais Amplificador de sinais de Repetidores de Internet sem fio em ambientes internos
Computadores e Informática;Computadores Desktop;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Contador-Digital-Importado-Jukebox-Fliperama/dp/B07T3FT235;Contador Digital Importado Jukebox Fliperama Arcade - Aegir
Computadores e Informática;Computadores Desktop;All-in-One;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_All-in-One_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Computador-Completo-Teclado-Strong-Tech/dp/B0B5B91SM7;"Computador Completo All In One Intel Core i5 21,5"" Full HD 8GB SSD 128GB Hdmi Teclado e Mouse Strong Tech"
Computadores e Informática;Computadores Desktop;All-in-One;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_All-in-One_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Desktop-moderno-i7-1165G7-Dual-CHL-11M-428US/dp/B09JJN63L7;"MSI Desktop moderno AM271P AIO, LED de grau IPS FHD 27"", Intel Core i7-1165G7, Memória 16GB (Dual-CHL), SSD 512GB, WiFi 6, BT 5.1, branco, Windows 11 Home (11M-428US), 21.8""x24.1""x6.7"""
Computadores e Informática;Computadores Desktop;CPUs;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_CPUs_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Computador-Completo-480GB-Monitor-Teclado/dp/B09YYX7PTD;"Computador Completo CPU i5 3ªG, 4GB DDR3, SSD 480GB, Monitor 18,5"" LED, Teclado, Mouse e Wifi"
Computadores e Informática;Computadores Desktop;CPUs;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_CPUs_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Computador-Completo-120GB-Monitor-Teclado/dp/B09Z18NXCH;"Computador Completo CPU i5 10ªG, 8GB DDR4, SSD 120GB, Monitor 18,5"" LED, Teclado, Mouse e Wifi"
Computadores e Informática;Computadores Desktop;CPUs;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_CPUs_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Completo-Graphics-Gabinete-mousepad-Adaptador/dp/B0B22WLZCB;"PC Gamer Completo AMD Ryzen™ 5 2400G, 16GB RAM DDR4, SSD 512GB, RX Vega 11 Graphics, Gabinete com LED + Monitor 24"" LED, Mouse e teclado e mousepad GAMER, Adaptador Wifi."
Computadores e Informática;Computadores Desktop;CPUs;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_CPUs_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Fanless-Desktop-Computer-Windows-HUNSN/dp/B09LCG2RPW;Fanless Mini PC, Desktop Computer, HTPC, Kodi Box, Intel Core I5 4200Y / 4300Y, Windows 11 or Linux Ubuntu, HUNSN BM05, AC WiFi, BT, VGA, HDMI, LAN, 4 x USB3.0, 2 x USB2.0, 8G RAM, 128G SSD, 1TB HDD
Computadores e Informática;Computadores Desktop;CPUs;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_CPUs_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Computador-Completo-480GB-Monitor-Teclado/dp/B09YZ2713R;"Computador Completo CPU i5 3ªG, 8GB DDR3, SSD 480GB, Monitor 18,5"" LED, Teclado, Mouse e Wifi"
Computadores e Informática;Computadores Desktop;CPUs;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_CPUs_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Computador-Completo-480GB-Monitor-Teclado/dp/B09YZRLW9W;"Computador Completo CPU i5 10ªG, 16GB DDR4, SSD 480GB, Monitor 18,5"" LED, Teclado, Mouse e Wifi"
Computadores e Informática;Computadores Desktop;CPUs;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_CPUs_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Computador-Completo-120GB-Monitor-Teclado/dp/B09YYZD944;"Computador Completo CPU i5 4ªG, 4GB DDR3, SSD 120GB, Monitor 18,5"" LED, Teclado, Mouse e Wifi"
Computadores e Informática;Computadores Desktop;CPUs;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_CPUs_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Computador-Completo-240GB-Monitor-Teclado/dp/B09YZ48VMQ;"Computador Completo CPU i5 9ªG, 16GB DDR4, SSD 240GB, Monitor 18,5"" LED, Teclado, Mouse e Wifi"
Computadores e Informática;Computadores Desktop;CPUs;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_CPUs_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/ASUS-processador-i3-1115G4-armazenamento-Bluetooth/dp/B09TD7Z22R;ASUS PN63-S1 Mini PC Barebone com processador móvel Intel Core i3-1115G4, até 64 GB DDR4 RAM, design triplo de armazenamento, WiFi 6, Bluetooth, USB-C com suporte VESA
Computadores e Informática;Computadores Desktop;CPUs;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Computadores Desktop_CPUs_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Computador-Completo-120GB-Monitor-Teclado/dp/B09YZ33C3C;"Computador Completo CPU i5 7ªG, 16GB DDR4, SSD 120GB, Monitor 18,5"" LED, Teclado, Mouse e Wifi"
Computadores e Informática;Dispositivos de Conexão em Rede;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Tp-link-Corporation-Archer-próxima-geração/dp/B07PHGD2KS;Tp-link USA Corporation Tp-link S Archer T2u Comes with The Next Generation Wi-fi Standard 802.1
Computadores e Informática;Dispositivos de Conexão em Rede;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Transceptor-Tx1310nm-óptica-Elétricas-Conversor/dp/B0C3MG95QR;Transceptor de Fibra, Tx1310nm 100 Mbps 1 Porta óptica 8 Portas Elétricas Transceptor de Fibra, Porta RJ45 Conversor de Mídia de Fibra de Modo único, até 25 Km (plugue da ue)
Computadores e Informática;Dispositivos de Conexão em Rede;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Montagem-Superfície-Unidades-Ethernet-Information/dp/B0CG2F6QG6;Caixa de Montagem Em Superfície, 2 Unidades RJ45 Caixa de Montagem Em Superfície Cat6 Ethernet de Porta única Desktop Information Network Junction Boxs in White, Computer Cables
Computadores e Informática;Dispositivos de Conexão em Rede;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Supra-onputer-Peripherals-AFCT-5701PZ-AO-Transceiver-1000Base-LX/dp/B00JEEWIUS;Add-onputer Peripherals, L Transceptor SFP AFCT-5701PZ-AO Avago oferece 1000Base-LX
Computadores e Informática;Dispositivos de Conexão em Rede;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Agatige-velocidade-transmissão-passivo-conexão/dp/B0BRNHY887;Agatige Cabo 25 G SFP28 DAC, 25 Gbps de alta velocidade de transmissão de cobre Cabo Twinax de cobre passivo de conexão direta
Computadores e Informática;Dispositivos de Conexão em Rede;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Alcatel-Lucent-Transceptor-SFP-GIG-SX-1000BASE-SX-compatível/dp/B009199ZNO;Alcatel-Lucent Transceptor SFP-GIG-SX - 1000BASE-SX SFP compatível
Computadores e Informática;Dispositivos de Conexão em Rede;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/KM802870G01-Ansons-Elevator-Network-Parallel/dp/B09YQX15KD;KM802870G01 Ansons Elevator Well Network Power PCB Parallel Board For KONE Lift 1pcs
Computadores e Informática;Dispositivos de Conexão em Rede;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Conexões-transceptor-Instant-metros-R9D16A/dp/B09P1K5CC8;Conexões de transceptor Aruba Instant On 1G SFP SX até 500 metros (R9D16A)
Computadores e Informática;Dispositivos de Conexão em Rede;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Módulo-Transceptor-Único-Addon-Networking-90Y9424-AO/dp/B00J0MQB9S;Addon-Networking Módulo transceptor SFP+ de modo único LC (90Y9424-AO)
Computadores e Informática;Dispositivos de Conexão em Rede;#NULLO#;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_#NULLO#_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Roteador-Portátil-Velocidade-Computador-Industrial/dp/B09YPYLJ92;4G LTE USB WiFi Modem, LTE/4G 150 Mbps USB Módulo Móvel com Slot para Cartão SIM, Mini Roteador de Hotspot de Viagem Portátil de Alta Velocidade Suporta USB, UART para PC, Computador Industrial
Computadores e Informática;Dispositivos de Conexão em Rede;Adaptadores de Rede;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_Adaptadores de Rede_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Adaptador-adaptador-laptop-rotativa-removível/dp/B09VMVTSZ5;Adaptador WiFi USB, Adaptador de Rede Sem Fio de Banda Dupla BT 2,4 GHz/5 GHz para Desktop de Laptop, Com Antena Giratória Removível de 360° de Alto Ganho
Computadores e Informática;Dispositivos de Conexão em Rede;Adaptadores de Rede;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_Adaptadores de Rede_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Transmissor-áudio-adaptador-Bluetooth-estável/dp/B09PDZQDJD;Transmissor de áudio, adaptador Bluetooth estável para PS4 para PC
Computadores e Informática;Dispositivos de Conexão em Rede;Adaptadores de Rede;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_Adaptadores de Rede_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Adaptador-Bluetooth-Interface-Conectividade-Compatível/dp/B0B7K4JJY5;Adaptador Bluetooth U-g-r-e-e-n Interface Usb Tipo A Conectividade Sem Fio Versão 5.0 Suporte a Codec de Áudio Sbc e Aac Alcance de Operação de Até 20 Metros Compatível Apenas com Windows 7 8 10- Preto / No Brasil
Computadores e Informática;Dispositivos de Conexão em Rede;Adaptadores de Rede;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_Adaptadores de Rede_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Transmissor-Adaptador-Bluetooth-Telefones-Qualidade/dp/B0B7X2JS19;Transmissor de áudio USB, Adaptador Bluetooth 5.0 sem fio Tipo-C, para Switch PS4 PC Laptop TV Telefones, Plug and Play, Antena Embutida, Qualidade de Som Sem Perdas
Computadores e Informática;Dispositivos de Conexão em Rede;Adaptadores de Rede;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_Adaptadores de Rede_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Transmissor-Bluetooth-Adaptador-Emparelhamento-Interface/dp/B0B2NF9XPT;Transmissor de Som Bluetooth 5.1, Controle de Tecla Adaptador Bluetooth Emparelhamento de Memória Multi Interface com Tela para TVs
Computadores e Informática;Dispositivos de Conexão em Rede;Adaptadores de Rede;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_Adaptadores de Rede_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Receptor-Bluetooth-Surround-Adaptador-Streaming/dp/B0BZSQ7TYF;Receptor Bluetooth, Receptor Bluetooth 5.0 Som Surround 3D De Baixa Latência HiFi Adaptador De Som Sem Fio Para Sistema Estéreo De Streaming De Música Em Casa
Computadores e Informática;Dispositivos de Conexão em Rede;Adaptadores de Rede;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_Adaptadores de Rede_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/antena-frequência-adequada-transmissão-line/dp/B09LR85ZX4;Placa de rede Wi-Fi com antena, banda de frequência Wi-Fi de 5 GHz, alto ganho, frequência dupla, adequada para transmissão de vídeo 4K on-line.
Computadores e Informática;Dispositivos de Conexão em Rede;Adaptadores de Rede;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_Adaptadores de Rede_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/KOSDFOGE-Receptor-Bluetooth-Adaptador-Alto-Falante/dp/B0BPPP4X8N;KOSDFOGE Receptor Bluetooth 5.0 Sem Atraso AUX RAC Saída Adaptador Estéreo Sem Fio Com Controle Remoto Para Alto-Falante PC Projetor
Computadores e Informática;Dispositivos de Conexão em Rede;Adaptadores de Rede;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_Adaptadores de Rede_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Adaptador-Ergonômico-incorporada-viagens-escritório/dp/B09KRP3FSB;Adaptador Wifi para PC, Design Ergonômico Adaptador Wifi USB Antena incorporada para viagens para o escritório para casa
Computadores e Informática;Dispositivos de Conexão em Rede;Adaptadores de Rede;#NULLO#;#NULLO#;#NULLO#;Computadores e Informática_Dispositivos de Conexão em Rede_Adaptadores de Rede_#NULLO#_#NULLO#_#NULLO#;https://www.amazon.com.br/Lazmin-Módulo-Bluetooth-NEO-M8N-despertar/dp/B07X3TV83Y;Lazmin Módulo Bluetooth GPS WiFi 3V-5V para TTGO T-Beam ESP32, 915MHz NEO-M8N GPS WiFi Módulo Bluetooth sem fio para SoftRF V4.0, função de despertar RF
